previous_year_rating,education,department,region,gender,recruitment_channel,no_of_trainings,age,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
3.0,Master's & above,Analytics,region_22,Male,other,2,44,6,Yes,No,88,No
2.0,Bachelor's,R&D,region_25,Male,other,1,32,5,No,No,81,No
5.0,Bachelor's,Procurement,region_19,Female,other,1,36,9,Yes,No,66,No
5.0,Bachelor's,Procurement,region_13,Male,other,1,42,15,No,No,82,Yes
5.0,Bachelor's,Operations,region_11,Male,sourcing,1,38,5,No,No,54,No
3.0,Bachelor's,Sales & Marketing,region_14,Female,other,1,33,5,No,No,50,No
1.0,Bachelor's,R&D,region_22,Male,other,4,31,8,No,No,83,No
5.0,Bachelor's,Procurement,region_8,Male,other,1,30,6,Yes,No,72,No
3.0,Master's & above,Sales & Marketing,region_23,Female,other,1,34,5,Yes,No,48,No
2.0,Bachelor's,Operations,region_27,Male,sourcing,1,33,8,No,No,60,No
4.0,Bachelor's,Analytics,region_26,Male,other,1,31,5,Yes,No,82,No
3.0,Bachelor's,Analytics,region_28,Male,sourcing,1,34,6,Yes,No,86,Yes
5.0,Bachelor's,Analytics,region_25,Male,other,1,29,4,Yes,No,86,No
4.0,Bachelor's,Procurement,region_17,Female,sourcing,1,29,2,Yes,No,73,No
2.0,Below Secondary,Procurement,region_22,Male,sourcing,1,28,4,No,No,69,No
1.0,Bachelor's,Sales & Marketing,region_19,Male,sourcing,1,38,2,No,No,51,No
4.0,Master's & above,Procurement,region_7,Male,sourcing,1,33,4,No,No,72,No
3.0,Bachelor's,R&D,region_11,Male,sourcing,1,31,4,Yes,No,81,Yes
4.0,Bachelor's,Finance,region_30,Male,other,1,29,3,Yes,No,59,No
5.0,Bachelor's,Procurement,region_23,Female,sourcing,1,33,3,Yes,Yes,69,Yes
5.0,Bachelor's,Sales & Marketing,region_2,Male,other,1,47,5,Yes,No,49,No
1.0,Bachelor's,Operations,region_10,Male,other,2,30,2,No,No,56,No
3.0,Bachelor's,Operations,region_28,Male,other,1,35,3,No,No,56,No
5.0,Bachelor's,Operations,region_15,Female,other,3,38,3,Yes,No,61,No
1.0,Master's & above,Sales & Marketing,region_7,Female,sourcing,2,32,2,Yes,Yes,46,No
4.0,Bachelor's,Finance,region_14,Male,sourcing,1,32,5,Yes,No,62,No
5.0,Below Secondary,Technology,region_2,Male,other,3,25,2,No,No,91,Yes
1.0,Master's & above,Technology,region_2,Female,other,1,35,5,No,No,79,No
1.0,Master's & above,Sales & Marketing,region_11,Male,other,3,41,11,No,No,47,No
3.0,Bachelor's,Operations,region_2,Male,other,1,38,3,Yes,No,57,No
2.0,Bachelor's,Sales & Marketing,region_32,Male,sourcing,2,38,12,No,No,51,No
5.0,Bachelor's,Sales & Marketing,region_28,Male,other,1,32,4,No,No,49,No
2.0,Bachelor's,Sales & Marketing,region_22,Male,other,1,24,2,No,No,49,No
3.0,Bachelor's,Operations,region_2,Female,other,1,30,5,No,No,59,No
1.0,Bachelor's,Sales & Marketing,region_2,Male,sourcing,1,25,3,No,No,49,No
4.0,Bachelor's,Operations,region_3,Male,other,1,36,7,Yes,No,60,No
4.0,Bachelor's,Analytics,region_14,Male,other,2,30,5,No,No,84,No
3.0,Bachelor's,Analytics,region_22,Male,other,1,20,1,No,No,83,No
5.0,Bachelor's,Sales & Marketing,region_11,Male,other,1,37,2,No,No,46,No
5.0,Bachelor's,Operations,region_2,Female,other,2,35,6,Yes,No,59,No
3.0,Bachelor's,Sales & Marketing,region_30,Male,sourcing,1,29,3,No,No,47,No
3.0,Bachelor's,Technology,region_5,Female,other,2,30,4,No,No,79,No
2.0,Master's & above,Operations,region_2,Male,other,1,53,3,No,Yes,59,No
3.0,Bachelor's,Sales & Marketing,region_16,Male,other,3,27,1,No,No,47,No
5.0,Bachelor's,Operations,region_13,Male,other,1,29,3,Yes,No,59,No
3.0,Bachelor's,Procurement,region_21,Male,sourcing,1,29,2,No,No,72,No
3.0,Master's & above,Procurement,region_17,Female,other,1,33,5,No,No,67,No
5.0,Bachelor's,Technology,region_13,Male,sourcing,1,47,7,No,No,76,No
5.0,Bachelor's,Operations,region_7,Female,sourcing,1,28,3,No,No,61,No
1.0,Master's & above,HR,region_22,Male,other,3,30,2,No,No,47,No
4.0,Bachelor's,Technology,region_25,Female,other,1,31,3,No,No,81,No
5.0,Bachelor's,Analytics,region_2,Male,sourcing,3,32,4,No,No,89,No
3.0,Bachelor's,Sales & Marketing,region_2,Female,other,1,53,22,No,No,47,No
3.0,Bachelor's,Sales & Marketing,region_15,Female,sourcing,1,36,7,Yes,No,54,Yes
5.0,Bachelor's,Sales & Marketing,region_22,Female,sourcing,1,31,2,Yes,No,54,No
1.0,Bachelor's,Sales & Marketing,region_32,Male,sourcing,2,26,2,Yes,Yes,46,No
5.0,Bachelor's,Operations,region_33,Male,other,1,27,4,Yes,No,56,Yes
4.0,Master's & above,Sales & Marketing,region_29,Female,sourcing,1,31,2,No,No,52,No
3.0,Bachelor's,Operations,region_15,Male,sourcing,3,36,7,No,No,60,No
5.0,Bachelor's,Sales & Marketing,region_9,Male,sourcing,1,32,10,No,No,53,No
2.0,Master's & above,Technology,region_1,Female,sourcing,1,40,10,No,No,79,No
3.0,Master's & above,Analytics,region_22,Male,other,1,37,4,No,No,86,No
3.0,Bachelor's,Operations,region_2,Female,other,1,30,3,Yes,No,61,No
3.0,Master's & above,Operations,region_7,Female,other,1,35,10,Yes,No,63,Yes
5.0,Bachelor's,Sales & Marketing,region_22,Male,sourcing,1,31,2,Yes,No,95,Yes
1.0,Bachelor's,Analytics,region_30,Male,sourcing,1,32,2,No,No,82,No
2.0,Bachelor's,Finance,region_28,Female,other,1,29,3,No,No,62,No
3.0,Bachelor's,Procurement,region_2,Female,other,1,35,10,No,No,72,No
3.0,Master's & above,Finance,region_23,Male,other,3,33,3,No,No,61,No
1.0,Master's & above,Sales & Marketing,region_11,Male,sourcing,1,32,5,No,No,55,No
4.0,Bachelor's,Procurement,region_26,Male,other,1,36,7,No,No,65,No
4.0,Master's & above,Technology,region_14,Male,other,1,33,4,Yes,No,76,No
5.0,Bachelor's,Analytics,region_22,Female,other,1,30,5,No,No,86,No
1.0,Bachelor's,Sales & Marketing,region_27,Female,sourcing,1,28,8,No,No,49,No
5.0,Bachelor's,Technology,region_2,Male,other,1,52,6,Yes,No,82,No
4.0,Master's & above,Procurement,region_7,Female,other,1,34,4,Yes,No,71,No
4.0,Bachelor's,Operations,region_7,Female,other,1,40,9,Yes,No,60,No
4.0,Master's & above,Operations,region_20,Female,other,1,36,4,No,No,64,No
5.0,Bachelor's,Operations,region_7,Male,sourcing,3,38,9,No,No,57,No
3.0,Bachelor's,Procurement,region_20,Female,sourcing,1,33,8,No,No,71,No
5.0,Bachelor's,Sales & Marketing,region_28,Male,sourcing,1,30,6,No,No,49,No
3.0,Master's & above,Procurement,region_11,Male,other,1,36,8,No,No,70,No
3.0,Master's & above,Sales & Marketing,region_28,Male,other,3,40,10,No,No,51,No
1.0,Bachelor's,Analytics,region_22,Male,other,1,29,4,Yes,No,85,No
3.0,Master's & above,Procurement,region_20,Male,sourcing,1,35,8,No,No,66,No
4.0,Bachelor's,Technology,region_31,Male,sourcing,1,28,8,No,No,77,No
3.0,Bachelor's,Sales & Marketing,region_2,Male,sourcing,1,26,1,Yes,No,52,No
2.0,Master's & above,Sales & Marketing,region_13,Male,sourcing,1,45,14,No,No,45,No
1.0,Master's & above,Sales & Marketing,region_23,Male,other,1,40,9,No,No,47,No
3.0,Bachelor's,Analytics,region_15,Male,other,1,34,4,No,No,83,No
5.0,Bachelor's,Technology,region_16,Female,sourcing,1,28,2,Yes,No,83,No
3.0,Below Secondary,Finance,region_2,Male,other,1,20,1,No,No,60,No
5.0,Bachelor's,Sales & Marketing,region_22,Female,sourcing,1,27,3,Yes,No,49,Yes
3.0,Master's & above,Technology,region_2,Male,sourcing,3,40,10,No,No,75,No
3.0,Bachelor's,Sales & Marketing,region_2,Male,other,2,47,7,Yes,No,45,No
3.0,Master's & above,Procurement,region_13,Male,sourcing,1,36,9,No,Yes,79,Yes
4.0,Bachelor's,Legal,region_2,Male,sourcing,1,55,10,No,Yes,62,No
1.0,Master's & above,Sales & Marketing,region_2,Male,sourcing,1,47,7,No,No,51,No
3.0,Bachelor's,Finance,region_13,Female,other,1,24,1,No,No,64,No
3.0,Master's & above,Sales & Marketing,region_23,Male,sourcing,1,40,11,Yes,No,50,No
4.0,Bachelor's,Sales & Marketing,region_19,Male,sourcing,1,36,3,Yes,No,50,No
1.0,Bachelor's,Sales & Marketing,region_21,Male,other,1,44,5,No,No,48,No
3.0,Bachelor's,Operations,region_26,Male,sourcing,1,41,6,No,No,61,No
1.0,Bachelor's,Sales & Marketing,region_22,Male,sourcing,2,30,2,Yes,No,47,No
3.0,Bachelor's,Operations,region_22,Male,sourcing,1,37,4,No,No,59,No
5.0,Bachelor's,Sales & Marketing,region_17,Male,other,1,30,7,Yes,No,48,No
3.0,Bachelor's,Procurement,region_22,Male,sourcing,2,27,1,No,No,70,No
4.0,Bachelor's,Technology,region_7,Male,sourcing,1,27,2,No,No,79,No
2.0,Bachelor's,Sales & Marketing,region_26,Male,sourcing,1,23,1,No,No,49,No
5.0,Bachelor's,Operations,region_14,Male,other,2,33,4,Yes,No,63,No
5.0,Bachelor's,Sales & Marketing,region_2,Male,other,1,45,7,Yes,No,48,No
4.0,Bachelor's,Sales & Marketing,region_25,Male,other,1,33,4,No,No,47,No
1.0,Bachelor's,Sales & Marketing,region_8,Male,other,1,33,4,No,No,49,No
1.0,Bachelor's,Sales & Marketing,region_27,Male,sourcing,1,26,2,No,No,53,No
3.0,Bachelor's,Sales & Marketing,region_23,Male,sourcing,1,27,1,No,No,51,No
4.0,Bachelor's,Operations,region_23,Male,sourcing,1,29,6,No,No,59,No
4.0,Bachelor's,Analytics,region_22,Male,other,1,30,2,Yes,No,86,No
3.0,Bachelor's,Sales & Marketing,region_13,Male,sourcing,1,27,1,No,No,48,No
1.0,Bachelor's,Sales & Marketing,region_22,Male,sourcing,3,33,7,No,No,50,No
4.0,Bachelor's,Technology,region_23,Male,other,1,30,2,No,No,79,No
2.0,Master's & above,Analytics,region_2,Male,sourcing,1,44,5,Yes,No,86,No
3.0,Below Secondary,Legal,region_2,Male,other,1,28,3,No,No,59,No
5.0,Master's & above,Sales & Marketing,region_25,Female,sourcing,1,36,3,Yes,No,58,Yes
4.0,Master's & above,Technology,region_7,Female,sourcing,1,40,12,No,No,78,No
1.0,Bachelor's,Operations,region_24,Male,sourcing,1,39,4,Yes,No,59,No
1.0,Bachelor's,Sales & Marketing,region_21,Male,sourcing,1,38,2,Yes,No,50,No
4.0,Bachelor's,Sales & Marketing,region_4,Male,other,1,42,10,No,No,53,No
3.0,Master's & above,Procurement,region_22,Female,sourcing,1,33,4,No,No,74,No
3.0,Bachelor's,Procurement,region_11,Female,other,1,31,3,Yes,No,69,No
5.0,Master's & above,Sales & Marketing,region_23,Female,sourcing,1,37,8,Yes,No,47,Yes
5.0,Bachelor's,Operations,region_2,Male,sourcing,1,51,21,Yes,No,59,No
4.0,Master's & above,Procurement,region_4,Female,other,1,36,11,No,No,75,No
3.0,Bachelor's,Finance,region_2,Male,other,1,26,1,No,No,62,No
3.0,Master's & above,HR,region_2,Female,other,1,42,12,No,No,47,No
4.0,Bachelor's,Sales & Marketing,region_22,Male,other,1,29,5,No,No,51,No
2.0,Bachelor's,Technology,region_2,Female,other,1,45,14,No,No,82,No
3.0,Bachelor's,Legal,region_22,Male,sourcing,1,31,1,No,No,56,No
1.0,Bachelor's,Operations,region_31,Female,sourcing,1,29,6,No,No,65,No
2.0,Master's & above,Operations,region_23,Female,sourcing,1,34,7,No,No,63,No
5.0,Bachelor's,Sales & Marketing,region_28,Female,sourcing,1,26,2,No,No,51,No
2.0,Bachelor's,Sales & Marketing,region_6,Male,other,1,29,4,No,No,45,No
5.0,Bachelor's,Sales & Marketing,region_13,Male,sourcing,1,39,11,Yes,No,50,No
3.0,Bachelor's,Sales & Marketing,region_24,Male,sourcing,1,33,6,No,No,50,No
3.0,Bachelor's,Technology,region_2,Male,sourcing,2,26,4,No,No,78,No
5.0,Bachelor's,Analytics,region_2,Female,other,3,27,4,Yes,No,90,Yes
4.0,Below Secondary,Procurement,region_2,Male,other,1,21,2,Yes,No,69,No
1.0,Master's & above,Technology,region_22,Male,other,2,35,10,No,No,75,No
3.0,Bachelor's,Procurement,region_22,Male,sourcing,1,34,8,No,No,75,No
5.0,Bachelor's,Sales & Marketing,region_11,Male,sourcing,1,30,6,Yes,No,49,No
2.0,Bachelor's,Analytics,region_7,Male,sourcing,1,37,5,No,No,83,No
3.0,Bachelor's,Sales & Marketing,region_19,Male,other,2,37,7,No,No,47,No
5.0,Bachelor's,Technology,region_7,Male,other,1,29,2,Yes,No,80,Yes
5.0,Bachelor's,Operations,region_24,Female,other,1,31,5,Yes,Yes,60,Yes
4.0,Bachelor's,Procurement,region_30,Male,sourcing,1,33,4,No,No,75,No
3.0,Bachelor's,Technology,region_7,Male,other,2,27,4,No,No,79,No
3.0,Bachelor's,Procurement,region_16,Female,other,1,32,7,Yes,No,70,No
5.0,Bachelor's,Operations,region_22,Female,other,1,33,4,Yes,No,61,No
3.0,Bachelor's,Sales & Marketing,region_2,Male,other,3,38,7,No,No,45,No
4.0,Bachelor's,Finance,region_30,Female,sourcing,1,28,4,Yes,No,58,Yes
1.0,Bachelor's,Sales & Marketing,region_15,Male,sourcing,1,45,6,No,No,52,No
3.0,Bachelor's,HR,region_2,Male,sourcing,1,29,1,Yes,No,46,No
4.0,Master's & above,Technology,region_2,Female,sourcing,4,34,4,No,No,80,No
2.0,Bachelor's,Sales & Marketing,region_15,Male,other,1,34,10,No,No,55,No
3.0,Bachelor's,Analytics,region_22,Female,other,1,29,1,No,No,81,No
3.0,Bachelor's,Operations,region_15,Male,sourcing,1,37,3,No,No,59,No
1.0,Bachelor's,Sales & Marketing,region_21,Male,other,2,28,3,Yes,No,49,No
3.0,Master's & above,Sales & Marketing,region_7,Female,sourcing,1,42,14,No,No,55,No
3.0,Bachelor's,Sales & Marketing,region_26,Male,sourcing,1,37,7,No,No,52,No
4.0,Bachelor's,Operations,region_7,Male,other,1,36,9,No,No,60,No
3.0,Bachelor's,Finance,region_2,Female,other,1,55,5,No,No,63,No
5.0,Bachelor's,Operations,region_31,Male,sourcing,1,40,12,No,No,64,No
3.0,Master's & above,Technology,region_7,Male,sourcing,1,43,12,No,No,82,No
4.0,Bachelor's,Finance,region_13,Male,other,1,36,10,Yes,No,59,Yes
4.0,Master's & above,Sales & Marketing,region_2,Female,other,1,39,10,No,No,48,No
3.0,Bachelor's,Analytics,region_25,Male,sourcing,2,29,4,No,No,84,No
2.0,Bachelor's,Analytics,region_29,Male,sourcing,2,31,5,No,No,83,No
5.0,Bachelor's,Analytics,region_22,Male,other,2,27,5,Yes,No,86,Yes
3.0,Bachelor's,Operations,region_7,Female,sourcing,1,25,2,No,No,65,No
1.0,Bachelor's,Operations,region_22,Male,other,1,41,3,No,No,58,No
4.0,Master's & above,HR,region_7,Female,other,1,42,11,No,No,52,No
3.0,Bachelor's,Analytics,region_26,Male,sourcing,1,28,2,No,No,87,No
2.0,Bachelor's,Sales & Marketing,region_31,Male,other,2,26,3,No,No,49,No
1.0,Bachelor's,Sales & Marketing,region_27,Female,other,1,31,3,No,No,52,No
5.0,Bachelor's,Operations,region_22,Male,sourcing,1,29,5,Yes,No,60,No
5.0,Bachelor's,Sales & Marketing,region_13,Male,sourcing,1,32,5,Yes,No,52,No
3.0,Bachelor's,Technology,region_13,Male,other,1,28,3,Yes,Yes,78,No
3.0,Master's & above,Technology,region_33,Male,sourcing,1,57,4,No,No,81,No
5.0,Bachelor's,Technology,region_7,Male,other,2,27,2,Yes,No,80,No
1.0,Master's & above,Procurement,region_7,Male,other,1,42,5,No,No,70,No
4.0,Bachelor's,Operations,region_13,Male,other,1,43,16,Yes,No,60,No
1.0,Bachelor's,Analytics,region_22,Male,sourcing,1,28,4,No,No,86,Yes
5.0,Bachelor's,Operations,region_4,Male,other,1,38,11,Yes,No,62,Yes
3.0,Bachelor's,Analytics,region_2,Male,sourcing,1,38,7,No,No,85,No
3.0,Bachelor's,Technology,region_1,Female,sourcing,1,29,1,No,No,78,No
4.0,Bachelor's,Sales & Marketing,region_15,Male,sourcing,1,39,7,No,No,51,No
1.0,Master's & above,Sales & Marketing,region_19,Male,other,1,36,4,No,No,51,No
5.0,Bachelor's,Sales & Marketing,region_31,Male,sourcing,1,26,2,Yes,No,54,No
3.0,Bachelor's,Sales & Marketing,region_27,Female,other,1,26,1,Yes,No,54,No
5.0,Bachelor's,Sales & Marketing,region_22,Male,sourcing,1,38,6,No,No,51,No
5.0,Master's & above,Sales & Marketing,region_26,Male,other,3,36,9,No,No,51,No
5.0,Bachelor's,Operations,region_20,Male,other,1,32,8,Yes,No,61,No
3.0,Bachelor's,Sales & Marketing,region_24,Male,sourcing,1,28,3,No,Yes,48,No
3.0,Bachelor's,Legal,region_12,Male,sourcing,3,26,1,Yes,No,57,No
3.0,Bachelor's,Sales & Marketing,region_3,Male,other,1,24,1,No,No,51,No
3.0,Bachelor's,Technology,region_34,Male,sourcing,2,30,5,Yes,No,82,No
3.0,Bachelor's,Technology,region_6,Male,other,1,32,7,Yes,No,78,No
3.0,Bachelor's,Analytics,region_16,Male,other,1,40,14,No,No,81,No
4.0,Bachelor's,Operations,region_22,Male,other,1,36,3,Yes,No,58,No
4.0,Master's & above,Operations,region_27,Female,sourcing,1,34,7,Yes,No,62,No
4.0,Bachelor's,Finance,region_30,Male,sourcing,1,29,1,No,No,57,No
4.0,Bachelor's,Operations,region_19,Male,sourcing,1,36,5,Yes,No,53,No
4.0,Bachelor's,Operations,region_31,Female,other,1,31,5,No,No,67,No
5.0,Master's & above,Analytics,region_28,Male,other,1,32,3,Yes,No,85,Yes
5.0,Below Secondary,Operations,region_7,Male,sourcing,1,26,5,No,No,62,No
4.0,Bachelor's,Sales & Marketing,region_7,Male,other,1,43,9,Yes,No,48,No
3.0,Below Secondary,Technology,region_2,Female,sourcing,2,23,1,No,No,76,No
3.0,Bachelor's,Procurement,region_13,Male,sourcing,1,36,7,No,No,65,No
2.0,Bachelor's,Sales & Marketing,region_9,Male,other,1,31,5,No,No,51,No
5.0,Bachelor's,Operations,region_2,Female,sourcing,2,31,5,Yes,No,62,No
1.0,Master's & above,Analytics,region_1,Male,sourcing,1,37,4,Yes,No,80,No
3.0,Master's & above,HR,region_28,Male,other,1,32,6,Yes,No,48,No
5.0,Bachelor's,Sales & Marketing,region_1,Male,sourcing,1,35,7,Yes,No,48,No
3.0,Master's & above,Operations,region_22,Female,other,1,47,5,No,No,59,No
1.0,Bachelor's,Procurement,region_2,Female,sourcing,1,45,3,Yes,No,67,No
5.0,Bachelor's,Procurement,region_13,Male,sourcing,1,32,4,Yes,No,65,No
5.0,Bachelor's,Sales & Marketing,region_2,Male,sourcing,1,40,10,Yes,No,50,Yes
4.0,Bachelor's,Operations,region_28,Male,sourcing,1,36,3,No,No,62,No
3.0,Bachelor's,Technology,region_15,Male,sourcing,2,31,3,No,No,81,No
2.0,Bachelor's,Sales & Marketing,region_7,Male,other,1,33,7,No,No,50,No
3.0,Bachelor's,Sales & Marketing,region_4,Female,other,1,33,4,No,No,50,No
3.0,Bachelor's,Sales & Marketing,region_22,Male,other,1,22,1,Yes,No,50,No
4.0,Bachelor's,Sales & Marketing,region_15,Male,sourcing,1,25,2,No,No,44,No
5.0,Bachelor's,Analytics,region_22,Male,referred,1,30,6,Yes,No,84,No
5.0,Master's & above,Operations,region_7,Male,other,1,39,10,Yes,No,58,Yes
4.0,Bachelor's,Sales & Marketing,region_2,Male,other,2,49,18,No,No,55,No
3.0,Master's & above,R&D,region_4,Male,other,1,30,7,No,No,84,No
4.0,Master's & above,Procurement,region_4,Female,other,1,45,4,Yes,No,73,No
2.0,Bachelor's,Sales & Marketing,region_6,Female,other,1,38,10,No,No,47,No
1.0,Master's & above,Procurement,region_31,Female,sourcing,3,35,10,No,No,73,No
3.0,Bachelor's,Operations,region_7,Male,other,1,29,1,Yes,No,62,No
3.0,Bachelor's,Sales & Marketing,region_34,Male,sourcing,3,28,1,No,No,49,No
3.0,Bachelor's,Legal,region_2,Male,other,1,27,1,Yes,No,60,No
3.0,Bachelor's,Technology,region_17,Female,other,1,29,7,Yes,Yes,79,Yes
3.0,Master's & above,Operations,region_26,Female,other,1,45,7,Yes,No,65,No
3.0,Master's & above,Technology,region_27,Male,other,1,39,5,Yes,No,81,Yes
3.0,Bachelor's,Sales & Marketing,region_15,Male,other,1,39,9,No,No,47,No
3.0,Bachelor's,Legal,region_27,Male,sourcing,1,29,1,Yes,No,54,No
5.0,Bachelor's,Sales & Marketing,region_33,Male,other,1,30,3,Yes,No,51,No
5.0,Master's & above,Operations,region_2,Male,sourcing,1,39,4,No,No,72,Yes
5.0,Master's & above,Operations,region_6,Female,sourcing,1,49,6,Yes,No,60,No
3.0,Master's & above,Procurement,region_4,Female,sourcing,1,34,7,No,No,66,No
3.0,Bachelor's,HR,region_7,Female,other,1,29,3,Yes,No,55,No
3.0,Bachelor's,Technology,region_12,Male,sourcing,1,28,1,Yes,No,77,No
4.0,Bachelor's,Operations,region_34,Male,other,1,31,3,No,No,60,No
5.0,Bachelor's,Operations,region_15,Female,sourcing,1,40,7,Yes,No,60,No
2.0,Master's & above,Operations,region_2,Female,other,1,33,3,No,No,62,No
3.0,Master's & above,Technology,region_27,Male,other,1,33,5,No,No,78,No
5.0,Master's & above,Procurement,region_8,Male,sourcing,1,31,5,Yes,No,70,No
2.0,Bachelor's,Sales & Marketing,region_15,Male,other,1,32,3,Yes,No,48,No
3.0,Bachelor's,Technology,region_7,Female,other,1,32,6,No,No,81,Yes
4.0,Bachelor's,Technology,region_31,Male,other,1,36,7,Yes,No,91,Yes
3.0,Bachelor's,Procurement,region_15,Male,other,3,31,6,No,No,69,No
5.0,Master's & above,Operations,region_7,Male,other,1,42,6,No,No,58,No
3.0,Below Secondary,Legal,region_22,Female,other,1,25,1,Yes,No,58,No
3.0,Bachelor's,Operations,region_26,Female,sourcing,1,28,3,Yes,No,57,No
4.0,Bachelor's,Legal,region_7,Male,sourcing,1,35,7,Yes,No,61,No
3.0,Bachelor's,Analytics,region_31,Male,other,1,27,1,No,No,85,No
3.0,Bachelor's,Analytics,region_9,Male,other,1,29,5,No,No,89,No
2.0,Bachelor's,Sales & Marketing,region_26,Male,sourcing,1,40,4,No,No,49,No
3.0,Master's & above,Sales & Marketing,region_2,Male,sourcing,1,49,4,No,No,51,No
4.0,Bachelor's,Operations,region_6,Female,other,1,30,4,No,No,63,No
5.0,Master's & above,Sales & Marketing,region_28,Male,sourcing,1,34,2,Yes,No,50,No
3.0,Bachelor's,Legal,region_7,Male,other,1,32,3,No,No,58,No
3.0,Master's & above,Sales & Marketing,region_15,Male,other,1,34,2,No,No,53,No
3.0,Bachelor's,Technology,region_2,Male,other,1,57,31,No,No,82,No
3.0,Bachelor's,Analytics,region_15,Male,sourcing,2,34,7,Yes,No,85,No
2.0,Bachelor's,Sales & Marketing,region_2,Female,other,1,56,3,No,No,49,No
1.0,Bachelor's,Sales & Marketing,region_19,Male,other,1,29,2,No,No,46,No
5.0,Bachelor's,Procurement,region_15,Male,sourcing,1,30,2,Yes,No,66,No
3.0,Bachelor's,HR,region_26,Female,other,1,27,2,No,No,53,No
4.0,Master's & above,Operations,region_4,Female,other,1,30,6,No,No,56,No
3.0,Bachelor's,Analytics,region_32,Female,sourcing,2,31,3,No,No,85,No
3.0,Master's & above,Sales & Marketing,region_2,Male,sourcing,1,39,7,Yes,No,50,No
4.0,Bachelor's,Procurement,region_27,Female,other,1,32,4,No,No,65,No
3.0,Bachelor's,HR,region_2,Female,other,1,29,5,No,No,50,No
1.0,Master's & above,Procurement,region_22,Female,other,1,32,4,No,No,70,No
4.0,Bachelor's,Sales & Marketing,region_2,Male,other,1,40,10,No,No,46,No
5.0,Bachelor's,Operations,region_7,Male,sourcing,1,32,4,Yes,No,58,Yes
3.0,Bachelor's,Analytics,region_24,Male,other,1,28,1,No,No,86,No
4.0,Bachelor's,Sales & Marketing,region_9,Male,other,1,27,4,No,No,49,No
4.0,Master's & above,Technology,region_7,Female,sourcing,1,31,6,Yes,No,82,No
3.0,Bachelor's,Sales & Marketing,region_28,Male,sourcing,1,37,3,Yes,No,47,No
3.0,Bachelor's,Operations,region_21,Male,other,1,26,1,No,No,62,No
3.0,Bachelor's,Technology,region_7,Female,other,1,53,2,No,No,80,No
1.0,Master's & above,Sales & Marketing,region_23,Male,other,1,38,6,No,No,51,No
4.0,Bachelor's,Sales & Marketing,region_19,Male,other,1,31,5,Yes,No,52,No
4.0,Master's & above,Operations,region_13,Male,other,1,54,4,Yes,No,61,No
4.0,Bachelor's,Finance,region_2,Male,other,2,41,3,No,No,62,No
3.0,Bachelor's,Technology,region_7,Male,other,2,45,4,No,No,80,Yes
2.0,Bachelor's,Technology,region_26,Male,other,1,32,7,No,No,82,No
5.0,Master's & above,Operations,region_2,Female,other,1,57,18,Yes,No,56,No
3.0,Bachelor's,Operations,region_2,Male,sourcing,3,39,7,No,No,57,No
3.0,Master's & above,Procurement,region_8,Female,other,1,33,4,Yes,No,67,Yes
4.0,Master's & above,Sales & Marketing,region_7,Male,other,1,54,4,Yes,No,47,No
3.0,Bachelor's,Operations,region_13,Female,other,1,36,4,Yes,No,60,No
4.0,Bachelor's,Procurement,region_7,Female,other,1,31,2,Yes,No,67,No
1.0,Bachelor's,Operations,region_2,Female,other,1,39,10,No,No,60,No
3.0,Bachelor's,Analytics,region_2,Male,other,2,28,1,No,No,85,No
2.0,Bachelor's,Sales & Marketing,region_10,Male,other,3,30,3,No,No,47,No
4.0,Bachelor's,Analytics,region_13,Male,other,1,28,2,No,No,85,No
3.0,Bachelor's,Analytics,region_26,Male,other,1,41,4,No,No,86,Yes
2.0,Master's & above,Procurement,region_16,Female,other,1,32,5,No,No,70,No
4.0,Bachelor's,Technology,region_4,Female,sourcing,2,31,3,Yes,No,80,No
1.0,Bachelor's,Sales & Marketing,region_2,Male,sourcing,1,29,5,Yes,No,47,No
3.0,Bachelor's,Technology,region_26,Male,other,1,46,18,No,No,83,No
1.0,Bachelor's,Sales & Marketing,region_27,Male,other,3,35,3,No,No,49,No
3.0,Bachelor's,Technology,region_2,Male,referred,1,29,2,Yes,No,83,No
5.0,Bachelor's,Operations,region_26,Female,sourcing,1,28,4,No,No,57,No
3.0,Master's & above,Operations,region_13,Male,other,1,55,15,No,No,62,No
4.0,Bachelor's,Operations,region_7,Female,sourcing,1,45,13,Yes,No,58,No
3.0,Master's & above,Analytics,region_25,Male,sourcing,1,32,4,No,No,81,No
4.0,Master's & above,R&D,region_2,Male,other,2,37,9,Yes,No,80,No
3.0,Bachelor's,Operations,region_29,Female,sourcing,2,29,4,Yes,No,58,No
3.0,Master's & above,Operations,region_23,Male,sourcing,1,53,9,Yes,No,62,No
1.0,Bachelor's,Sales & Marketing,region_2,Male,sourcing,3,27,3,No,No,46,No
3.0,Bachelor's,Sales & Marketing,region_2,Male,other,3,29,2,Yes,Yes,92,Yes
1.0,Bachelor's,Sales & Marketing,region_22,Male,other,1,36,9,No,No,52,No
3.0,Bachelor's,Sales & Marketing,region_9,Male,other,1,25,1,No,Yes,50,No
3.0,Bachelor's,Procurement,region_31,Male,sourcing,8,26,2,Yes,No,68,No
3.0,Master's & above,Operations,region_34,Female,sourcing,1,34,6,No,No,70,Yes
1.0,Master's & above,Sales & Marketing,region_16,Male,other,1,49,8,No,No,53,No
5.0,Master's & above,Operations,region_2,Female,other,1,40,14,No,No,57,No
